seqnames	start	end	width	strand	fold_change	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	gene_symbol
chr4	7497256	7500818	3563	*	0.543063305352141	0.0174453075740001	Intron (ENST00000507866.6/57537, intron 2 of 26)	4	7460028	7460118	91	1	100422826	ENST00000579577.1	37228	ENSG00000266690	MIR4274	microRNA 4274	MIR4274
chr19	30386059	30386590	532	*	0.735983109992186	0.0174695340255436	Intron (ENST00000706142.1/9745, intron 3 of 6)	19	30372395	30713586	341192	1	9745	ENST00000706150.1	13664	ENSG00000198597	ZNF536	zinc finger protein 536	ZNF536
chr2	109128229	109131090	2862	*	0.578635775782296	0.0174758217350976	Promoter (<=1kb)	2	109127327	109128930	1604	2	100287216	ENST00000567491.1	0	NA	SH3RF3-AS1	SH3RF3 antisense RNA 1	SH3RF3-AS1
chr17	42540902	42543109	2208	*	0.56152363542088	0.0174821127629759	Promoter (<=1kb)	17	42541091	42543549	2459	1	4669	ENST00000592454.1	0	ENSG00000108784	NAGLU	N-acetyl-alpha-glucosaminidase	NAGLU
chr16	56279264	56281945	2682	*	0.509633139841736	0.0174869991686703	Intron (ENST00000262494.13/2775, intron 3 of 7)	16	56276006	56355182	79177	1	2775	ENST00000639268.1	3258	ENSG00000087258	GNAO1	G protein subunit alpha o1	GNAO1
chr20	62588326	62592521	4196	*	0.554424860914209	0.0174897148470868	Distal Intergenic	20	62596732	62603115	6384	2	105372712	ENST00000617730.1	10594	NA	LINC02970	long intergenic non-protein coding RNA 2970	LINC02970
chr11	127078132	127080792	2661	*	0.647756497372739	0.0174908875584796	Exon (ENST00000666795.1/ENST00000666795.1, exon 6 of 7)	11	127070406	127099521	29116	1	101929473	ENST00000655277.1	7726	ENSG00000255087	LOC101929473	uncharacterized LOC101929473	LOC101929473
chr15	95799546	95800804	1259	*	0.783644266625074	0.0174923790783097	Intron (ENST00000612595.2/ENST00000612595.2, intron 2 of 2)	15	95990582	96300990	310409	1	112268156	ENST00000619812.1	-189778	NA	LOC112268156	uncharacterized LOC112268156	LOC112268156
chr3	38003321	38005285	1965	*	0.591408150429563	0.0174923790783097	Promoter (<=1kb)	3	38004064	38006204	2141	1	50853	ENST00000488209.1	0	ENSG00000136059	VILL	villin like	VILL
chr16	388025	392057	4033	*	0.572965770209963	0.0174950311140111	Promoter (<=1kb)	16	377108	387113	10006	2	58986	ENST00000476735.1	-912	ENSG00000129925	PGAP6	post-GPI attachment to proteins 6	PGAP6
chr3	14869915	14871999	2085	*	0.666735259331393	0.0175040932491716	Intron (ENST00000543601.5/152273, intron 2 of 18)	3	14882305	14933438	51134	1	152273	ENST00000468662.5	-10306	ENSG00000154783	FGD5	FYVE, RhoGEF and PH domain containing 5	FGD5
chr2	230657444	230659062	1619	*	0.6259695216043	0.0175040932491716	Exon (ENST00000690566.1/ENST00000690566.1, exon 2 of 2)	2	230690065	230700340	10276	2	124907996	ENST00000660361.1	41278	NA	LOC124907996	formin-like protein 16	LOC124907996
chr5	1994892	1996236	1345	*	0.749854442319572	0.0175040932491716	Intron (ENST00000653000.1/105374618, intron 2 of 8)	5	1948947	1959189	10243	1	124901165	ENST00000660145.1	45945	NA	LOC124901165	keratin-associated protein 5-5-like	LOC124901165
chrX	154332804	154334680	1877	*	0.630495321409917	0.0175085687267695	Promoter (<=1kb)	23	154333960	154335037	1078	2	105373386	ENST00000433825.1	357	NA	LOC105373386	uncharacterized LOC105373386	LOC105373386
chr8	142034210	142035083	874	*	0.614029855316419	0.0175114271801876	Distal Intergenic	8	142176339	142176418	80	1	100616268	ENST00000584349.1	-141256	ENSG00000265247	MIR4472-1	microRNA 4472-1	MIR4472-1
chr7	149256293	149257435	1143	*	0.591240208350904	0.0175125909920115	Distal Intergenic	7	149262171	149297301	35131	1	155060	ENST00000378052.5	-4736	ENSG00000290600	LOC155060	AI894139 pseudogene	LOC155060
chr11	117449251	117451533	2283	*	0.605776554781966	0.0175125909920115	Exon (ENST00000651296.2/57453, exon 20 of 33)	11	117411112	117412830	1719	1	22897	ENST00000533433.1	38139	ENSG00000110274	CEP164	centrosomal protein 164	CEP164
chr10	71658381	71659662	1282	*	0.550348234679146	0.0175253021446452	Intron (ENST00000224721.12/64072, intron 14 of 69)	10	71617285	71647904	30620	1	64072	ENST00000470494.5	41096	ENSG00000107736	CDH23	cadherin related 23	CDH23
chr8	143814157	143818286	4130	*	0.603369775798538	0.0175254532418552	Promoter (<=1kb)	8	143790920	143815379	24460	2	23513	ENST00000320476.7	0	ENSG00000180900	SCRIB	scribble planar cell polarity protein	SCRIB
chr1	25879758	25882323	2566	*	0.559059908075038	0.0175254532418552	Distal Intergenic	1	25861484	25875708	14225	2	164091	ENST00000675840.1	-4050	ENSG00000182749	PAQR7	progestin and adipoQ receptor family member 7	PAQR7
chr2	44977492	44983165	5674	*	0.50170131508163	0.0175424692827231	Distal Intergenic	2	45005182	45009452	4271	2	10736	ENST00000303077.7	26287	ENSG00000170577	SIX2	SIX homeobox 2	SIX2
chr1	116309707	116313082	3376	*	0.541376243097233	0.0175424692827231	Distal Intergenic	1	116289237	116297621	8385	2	105378920	ENST00000660713.1	-12086	NA	LOC105378920	uncharacterized LOC105378920	LOC105378920
chr2	95300981	95301459	479	*	0.701378264939327	0.0175439773623344	Intron (ENST00000475491.1/30818, intron 1 of 1)	2	95297347	95386077	88731	1	30818	ENST00000377181.2	3634	ENSG00000115041	KCNIP3	potassium voltage-gated channel interacting protein 3	KCNIP3
chr8	27891700	27896469	4770	*	0.550512453932045	0.0175500330864877	Intron (ENST00000354914.8/286133, intron 7 of 8)	8	27886039	27886116	78	2	100422828	ENST00000579398.1	-5584	ENSG00000265847	MIR4287	microRNA 4287	MIR4287
chr5	133576558	133582855	6298	*	0.498646411492414	0.0175515818281535	Promoter (<=1kb)	5	133316597	133583641	267045	2	23105	ENST00000510685.1	786	ENSG00000053108	FSTL4	follistatin like 4	FSTL4
chr11	69742609	69746802	4194	*	0.48920788463404	0.0175520364060371	Distal Intergenic	11	69773349	69775164	1816	2	2249	ENST00000538040.1	28362	ENSG00000075388	FGF4	fibroblast growth factor 4	FGF4
chr17	74273039	74277691	4653	*	0.469247108377956	0.0175549051642822	Promoter (<=1kb)	17	74274234	74314884	40651	1	64446	ENST00000311014.11	0	ENSG00000171595	DNAI2	dynein axonemal intermediate chain 2	DNAI2
chr1	157089910	157093008	3099	*	0.548989277992057	0.0175653311879015	3' UTR	1	157092043	157099808	7766	2	440695	ENST00000454449.3	6800	ENSG00000253831	ETV3L	ETS variant transcription factor 3 like	ETV3L
chr8	138711916	138714066	2151	*	0.588463015737863	0.0175699239634561	Intron (ENST00000341807.8/169044, intron 5 of 38)	8	138588235	138722193	133959	2	169044	ENST00000341807.8	8127	ENSG00000169436	COL22A1	collagen type XXII alpha 1 chain	COL22A1
chr10	110148243	110153475	5233	*	0.505689797738385	0.0175763896362007	Distal Intergenic	10	110125902	110132727	6826	1	120	ENST00000479805.1	22341	ENSG00000148700	ADD3	adducin 3	ADD3
chr11	69299956	69302710	2755	*	0.566609923554999	0.0175782909089032	Promoter (<=1kb)	11	69299274	69367003	67730	1	105369370	ENST00000544781.5	682	NA	LOC105369370	uncharacterized LOC105369370	LOC105369370
chr10	124347908	124350087	2180	*	0.54623204331146	0.0175782909089032	Distal Intergenic	10	124398021	124403336	5316	2	4942	ENST00000471127.1	53249	ENSG00000065154	OAT	ornithine aminotransferase	OAT
chr10	132250208	132250600	393	*	0.879799464075775	0.0175810549594745	Promoter (1-2kb)	10	132207492	132249108	41617	2	282974	ENST00000462160.5	-1100	ENSG00000165752	STK32C	serine/threonine kinase 32C	STK32C
chr1	202985860	202989267	3408	*	0.531783100857096	0.0175838861242346	Promoter (<=1kb)	1	202986557	202988582	2026	2	100506747	ENST00000438139.1	0	NA	MGAT4FP	MGAT4 family member F, pseudogene	MGAT4FP
chr5	172571360	172571769	410	*	0.705894210555606	0.0176002921451834	Distal Intergenic	5	172556722	172559202	2481	2	105377728	ENST00000517916.2	-12158	ENSG00000254299	LINC01944	long intergenic non-protein coding RNA 1944	LINC01944
chr16	50401565	50402820	1256	*	0.64631353237971	0.0176002921451834	Distal Intergenic	16	50407184	50408518	1335	1	124903770	ENST00000666416.1	-4364	ENSG00000260573	LOC124903770	uncharacterized LOC124903770	LOC124903770
chr9	98942669	98943681	1013	*	0.660209063752764	0.0176248887697229	Promoter (<=1kb)	9	98943179	98944188	1010	1	1306	ENST00000467052.1	0	ENSG00000204291	COL15A1	collagen type XV alpha 1 chain	COL15A1
chr7	131832607	131834901	2295	*	0.571178408483349	0.0176409052080182	Distal Intergenic	7	131897641	131933311	35671	1	101928782	ENST00000452219.5	-62740	ENSG00000224865	LOC101928782	uncharacterized LOC101928782	LOC101928782
chr7	464627	465575	949	*	0.641889409915827	0.0176414021393323	Distal Intergenic	7	446281	448823	2543	1	124901566	ENST00000665027.1	18346	NA	LOC124901566	uncharacterized LOC124901566	LOC124901566
chr4	6079824	6081664	1841	*	0.639872327748712	0.0176479773140957	5' UTR	4	6026203	6070195	43993	2	152789	ENST00000637373.2	-9629	ENSG00000152969	JAKMIP1	janus kinase and microtubule interacting protein 1	JAKMIP1
chr19	17488920	17489598	679	*	0.785649197983184	0.0176511148971849	Promoter (<=1kb)	19	17488760	17500555	11796	1	376497	ENST00000593701.5	160	ENSG00000130304	SLC27A1	solute carrier family 27 member 1	SLC27A1
chr19	53900357	53900840	484	*	0.744255695750368	0.0176574907775797	Exon (ENST00000682028.1/5582, exon 13 of 19)	19	53894626	53907646	13021	1	5582	ENST00000682676.1	5731	ENSG00000126583	PRKCG	protein kinase C gamma	PRKCG
chr13	113976796	113977209	414	*	0.856191476575956	0.0176650257357208	Promoter (2-3kb)	13	113953705	113974076	20372	2	100507747	ENST00000636427.3	-2720	ENSG00000283199	C13orf46	chromosome 13 open reading frame 46	C13orf46
chr7	33729934	33731912	1979	*	0.676190693217858	0.0176652907097253	Exon (ENST00000455149.1/ENST00000455149.1, exon 1 of 2)	7	33725981	33728456	2476	1	55025	ENST00000311067.3	3953	ENSG00000173862	FLJ20712	uncharacterized FLJ20712	FLJ20712
chr3	184684100	184685330	1231	*	0.634940198972898	0.0176700602571984	Distal Intergenic	3	184710364	184712064	1701	2	64110	ENST00000317897.5	26734	ENSG00000177383	MAGEF1	MAGE family member F1	MAGEF1
chr19	30221454	30225419	3966	*	0.556286206431436	0.0176739985905983	Promoter (<=1kb)	19	30224891	30558043	333153	1	9745	ENST00000706142.1	0	ENSG00000198597	ZNF536	zinc finger protein 536	ZNF536
chr15	93433470	93437043	3574	*	0.627832474707807	0.0176776997116099	Intron (ENST00000667030.1/124900612, intron 2 of 8)	15	93454981	93499335	44355	1	124900612	ENST00000661485.1	-17938	NA	LOC124900612	uncharacterized LOC124900612	LOC124900612
chr1	44783251	44788313	5063	*	0.544286460667125	0.0176776997116099	Promoter (<=1kb)	1	44783585	44788170	4586	2	266675	ENST00000372207.4	0	ENSG00000142959	BEST4	bestrophin 4	BEST4
chr19	34578492	34579936	1445	*	0.723946266439081	0.0176804190641259	Promoter (<=1kb)	19	34576729	34577797	1069	2	643719	ENST00000687185.1	-695	NA	SCGB1B2P	secretoglobin family 1B member 2, pseudogene	SCGB1B2P
chr1	247113127	247115163	2037	*	0.606070491707916	0.0176842100624237	Promoter (<=1kb)	1	247110160	247112417	2258	2	388759	ENST00000623686.1	-710	ENSG00000221953	LINC02897	long intergenic non-protein coding RNA 2897	LINC02897
chr7	81293775	81295361	1587	*	0.612760885521384	0.0176867052233018	Distal Intergenic	7	81528403	81570382	41980	2	105369146	ENST00000412900.3	275021	NA	LOC105369146	uncharacterized LOC105369146	LOC105369146
chr19	48301769	48305217	3449	*	0.553848068328448	0.0176935156808408	Promoter (<=1kb)	19	48296464	48303401	6938	2	93233	ENST00000497273.1	0	ENSG00000105479	ODAD1	outer dynein arm docking complex subunit 1	ODAD1
chr3	49706544	49707493	950	*	0.730659443932526	0.0176952556532963	3' UTR	3	49712550	49716043	3494	1	63891	ENST00000469978.5	-5057	ENSG00000164068	RNF123	ring finger protein 123	RNF123
chr6	776510	778426	1917	*	0.659314357179941	0.017707045397917	Exon (ENST00000606622.1/ENST00000606622.1, exon 2 of 2)	6	729128	760936	31809	2	105374873	ENST00000655063.1	-15574	NA	LOC105374873	uncharacterized LOC105374873	LOC105374873
chr12	1915341	1916064	724	*	0.765705775757413	0.0177085313098351	Promoter (<=1kb)	12	1795143	1915227	120085	2	93589	ENST00000585708.5	-114	ENSG00000151062	CACNA2D4	calcium voltage-gated channel auxiliary subunit alpha2delta 4	CACNA2D4
chr14	59869314	59871388	2075	*	0.726073884198563	0.0177266164769688	Promoter (<=1kb)	14	59595983	59870776	274794	2	6252	ENST00000267484.10	0	ENSG00000139970	RTN1	reticulon 1	RTN1
chr12	111255681	111257150	1470	*	0.660011515511522	0.0177280289872104	Intron (ENST00000261726.11/23316, intron 3 of 21)	12	111214301	111270654	56354	1	23316	ENST00000551604.2	41380	ENSG00000111249	CUX2	cut like homeobox 2	CUX2
chr6	40410090	40413740	3651	*	0.604334537111493	0.0177305792677755	Intron (ENST00000338305.7/57497, intron 2 of 2)	6	40344367	40387194	42828	2	401260	ENST00000373171.3	-22896	ENSG00000226070	LINC00951	long intergenic non-protein coding RNA 951	LINC00951
chr6	32242085	32246246	4162	*	0.547994016843307	0.0177455868674684	Distal Intergenic	6	32254640	32391802	137163	1	101929163	ENST00000646628.1	-8394	ENSG00000225914	TSBP1-AS1	TSBP1 and BTNL2 antisense RNA 1	TSBP1-AS1
chr19	5564111	5566045	1935	*	0.570757904886483	0.0177455868674684	Promoter (1-2kb)	19	5561632	5567831	6200	2	257000	ENST00000587632.1	1786	ENSG00000223573	TINCR	TINCR ubiquitin domain containing	TINCR
chr17	5039726	5042350	2625	*	0.590367672487703	0.0177455868674684	Intron (ENST00000512825.7/55065, intron 1 of 3)	17	5032605	5035432	2828	2	55065	ENST00000424747.1	-4294	ENSG00000132517	SLC52A1	solute carrier family 52 member 1	SLC52A1
chr12	128594888	128596717	1830	*	0.781304489857723	0.0177455868674684	Intron (ENST00000435159.3/92293, intron 3 of 8)	12	128793895	128801701	7807	2	121260	ENST00000545031.5	204984	ENSG00000139370	SLC15A4	solute carrier family 15 member 4	SLC15A4
chr17	48036692	48038269	1578	*	0.631556328961924	0.0177471746961799	Promoter (<=1kb)	17	48037161	48037247	87	2	406943	ENST00000385212.3	0	ENSG00000207947	MIR152	microRNA 152	MIR152
chr1	61042670	61044269	1600	*	0.665545916924999	0.0177596825963137	Intron (ENST00000371191.5/4774, intron 1 of 10)	1	61053830	61332586	278757	1	4774	ENST00000476646.5	-9561	ENSG00000162599	NFIA	nuclear factor I A	NFIA
chr3	187235054	187237818	2765	*	0.622333255773526	0.0177635958791546	3' UTR	3	187226227	187243585	17359	2	5648	ENST00000468121.1	5767	ENSG00000127241	MASP1	MBL associated serine protease 1	MASP1
chr8	132031882	132034044	2163	*	0.643492979925589	0.0177635958791546	Exon (ENST00000254627.4/729330, exon 11 of 14)	8	132024216	132059382	35167	2	729330	ENST00000254627.4	25338	ENSG00000253117	OC90	otoconin 90	OC90
chr20	19211120	19213668	2549	*	0.60155319114226	0.0177689630441286	Promoter (<=1kb)	20	19208652	19212164	3513	2	101929547	ENST00000660042.1	0	NA	LOC101929547	uncharacterized LOC101929547	LOC101929547
chr1	36513783	36517284	3502	*	0.526285024949033	0.0177701224560511	Distal Intergenic	1	36466043	36483278	17236	2	1441	ENST00000373104.5	-30505	ENSG00000119535	CSF3R	colony stimulating factor 3 receptor	CSF3R
chr11	114215991	114220800	4810	*	0.487537246762208	0.0177769367312055	Intron (ENST00000682278.1/7704, intron 5 of 7)	11	114237207	114250557	13351	1	7704	ENST00000535379.1	-16407	ENSG00000109906	ZBTB16	zinc finger and BTB domain containing 16	ZBTB16
chr19	33304493	33306382	1890	*	0.55892796555253	0.0177769367312055	Promoter (1-2kb)	19	33302857	33305054	2198	1	80054	ENST00000592982.2	1636	ENSG00000267296	CEBPA-DT	CEBPA divergent transcript	CEBPA-DT
chr8	67880797	67884523	3727	*	0.591179466485543	0.0177779458208296	Distal Intergenic	8	67952046	68237032	284987	1	80243	ENST00000288368.5	-67523	ENSG00000046889	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	PREX2
chr10	47301110	47303338	2229	*	0.586368161046331	0.0177834866520749	Promoter (<=1kb)	10	47300197	47313577	13381	1	2662	ENST00000580279.2	913	ENSG00000266524	GDF10	growth differentiation factor 10	GDF10
chr2	233164263	233166623	2361	*	0.572372611776352	0.0177862837254646	Promoter (<=1kb)	2	233164301	233170576	6276	1	3635	ENST00000472517.1	0	ENSG00000168918	INPP5D	inositol polyphosphate-5-phosphatase D	INPP5D
chr3	117995979	117998279	2301	*	0.593598447031412	0.0177951965055251	Promoter (<=1kb)	3	117672154	117997592	325439	2	127138867	ENST00000484092.1	0	ENSG00000239268	LINC03051	long intergenic non-protein coding RNA 3051	LINC03051
chr16	50559539	50564031	4493	*	0.538978831525659	0.0177965700236097	Intron (ENST00000564336.1/85407, intron 3 of 4)	16	50548396	50649249	100854	1	85407	ENST00000268459.6	11143	ENSG00000140807	NKD1	NKD inhibitor of WNT signaling pathway 1	NKD1
chr1	228978655	228980253	1599	*	0.641788942560622	0.0178105481102507	Distal Intergenic	1	229089200	229094895	5696	2	105373158	ENST00000658958.1	114642	NA	LINC02815	long intergenic non-protein coding RNA 2815	LINC02815
chr19	44902588	44907421	4834	*	0.54354598890567	0.0178111184502273	Promoter (<=1kb)	19	44905791	44908944	3154	1	348	ENST00000446996.5	0	ENSG00000130203	APOE	apolipoprotein E	APOE
chr17	4709736	4712584	2849	*	0.518964998579542	0.0178111184502273	Promoter (<=1kb)	17	4710596	4719413	8818	1	409	ENST00000574502.5	0	ENSG00000141480	ARRB2	arrestin beta 2	ARRB2
chr3	135752838	135753769	932	*	0.855177536015522	0.0178111184502273	Distal Intergenic	3	135965728	136147894	182167	1	5523	ENST00000264977.8	-211959	ENSG00000073711	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha	PPP2R3A
chr21	41769333	41772868	3536	*	0.533547257147923	0.0178111184502273	Promoter (2-3kb)	21	41767176	41776073	8898	1	102724800	ENST00000701256.1	2157	NA	LOC102724800	uncharacterized LOC102724800	LOC102724800
chr22	29069478	29071487	2010	*	0.702575956638644	0.0178111184502273	Promoter (1-2kb)	22	29073035	29146820	73786	1	83999	ENST00000400335.9	-1548	ENSG00000183762	KREMEN1	kringle containing transmembrane protein 1	KREMEN1
chr15	34580180	34584472	4293	*	0.559721427851447	0.0178195100143444	Promoter (<=1kb)	15	34525095	34583651	58557	2	440270	ENST00000683415.1	0	ENSG00000215252	GOLGA8B	golgin A8 family member B	GOLGA8B
chr10	46280471	46286589	6119	*	0.472825428084809	0.0178223580138902	Promoter (<=1kb)	10	46286345	46296094	9750	1	195977	ENST00000619553.4	0	ENSG00000274209	ANTXRL	ANTXR like	ANTXRL
chr8	22713711	22716442	2732	*	0.539790904903895	0.0178255878563398	Intron (ENST00000523627.1/124901908, intron 1 of 4)	8	22698384	22703776	5393	2	107986926	ENST00000665743.1	-9935	NA	LOC107986926	uncharacterized LOC107986926	LOC107986926
chr7	26631230	26631836	607	*	0.787424615451711	0.0178271340724456	Distal Intergenic	7	26637871	26647270	9400	1	285941	ENST00000409974.7	-6035	ENSG00000222004	LINC02860	long intergenic non-protein coding RNA 2860	LINC02860
chr1	206518572	206521919	3348	*	0.5478130748126	0.0178271340724456	Promoter (<=1kb)	1	206518388	206589448	71061	1	83593	ENST00000636182.1	184	ENSG00000266094	RASSF5	Ras association domain family member 5	RASSF5
chr14	91244427	91244912	486	*	0.864752609594622	0.0178291781266806	Promoter (<=1kb)	14	91232532	91244704	12173	2	8111	ENST00000650645.1	0	ENSG00000119714	GPR68	G protein-coupled receptor 68	GPR68
chr13	112169602	112176515	6914	*	0.54041055995793	0.0178343719119525	Distal Intergenic	13	112197350	112201000	3651	1	101928698	ENST00000561786.1	-20835	ENSG00000260102	LINC01070	long intergenic non-protein coding RNA 1070	LINC01070
chr12	50073171	50075645	2475	*	0.63075177752275	0.0178379845498286	Promoter (<=1kb)	12	50073575	50083277	9703	1	41	ENST00000552438.5	0	ENSG00000110881	ASIC1	acid sensing ion channel subunit 1	ASIC1
chr14	56504553	56505002	450	*	0.940406840973907	0.017841568825684	Intron (ENST00000556810.5/54916, intron 2 of 3)	14	56514331	56551309	36979	1	101927690	ENST00000557246.1	-9329	ENSG00000258803	LOC101927690	uncharacterized LOC101927690	LOC101927690
chr8	21177900	21180110	2211	*	0.719147619572723	0.0178499623836723	Intron (ENST00000659453.1/105379316, intron 2 of 3)	8	21167240	21170137	2898	2	124901902	ENST00000666587.1	-7763	ENSG00000286346	LOC124901902	uncharacterized LOC124901902	LOC124901902
chr1	155989099	155991743	2645	*	0.573760380535901	0.0178499623836723	Promoter (<=1kb)	1	155991390	156001787	10398	1	107985210	ENST00000415726.1	0	ENSG00000224276	ARHGEF2-AS1	ARHGEF2 antisense RNA 1	ARHGEF2-AS1
chr11	72812809	72818152	5344	*	0.515616521991547	0.0178545006715299	Promoter (<=1kb)	11	72793624	72814054	20431	2	107984421	ENST00000624670.2	0	NA	LOC107984421	uncharacterized LOC107984421	LOC107984421
chr15	98615045	98617989	2945	*	0.551521659628459	0.0178545006715299	Distal Intergenic	15	98645863	98647389	1527	2	104472848	ENST00000687383.1	29400	NA	IRAIN	IGF1R antisense imprinted non-protein coding RNA	IRAIN
chr20	37911938	37913585	1648	*	0.556259835691	0.0178570425717386	Intron (ENST00000373459.4/128434, intron 1 of 1)	20	37903142	37944136	40995	1	128434	ENST00000448944.1	8796	ENSG00000132821	VSTM2L	V-set and transmembrane domain containing 2 like	VSTM2L
chr7	159022816	159027597	4782	*	0.475722345230131	0.0178570425717386	Exon (ENST00000438049.5/154822, exon 5 of 5)	7	159017408	159030195	12788	1	154822	ENST00000413238.1	5408	ENSG00000231419	LINC00689	long intergenic non-protein coding RNA 689	LINC00689
chr11	134053653	134055958	2306	*	0.704279557959457	0.0178570425717386	Intron (ENST00000655895.1/100128239, intron 2 of 2)	11	134069071	134144826	75756	1	83700	ENST00000532252.5	-13113	ENSG00000166086	JAM3	junctional adhesion molecule 3	JAM3
chr2	108921192	108924270	3079	*	0.533042874569289	0.0178570425717386	Exon (ENST00000258443.7/10913, exon 5 of 12)	2	108856928	108885477	28550	1	165055	ENST00000608781.1	64264	ENSG00000163006	CCDC138	coiled-coil domain containing 138	CCDC138
chr9	133672472	133673401	930	*	0.590808858859484	0.017868455676162	Intron (ENST00000439388.6/1757, intron 17 of 20)	9	133663972	133667123	3152	2	1757	ENST00000469828.1	-5349	ENSG00000123453	SARDH	sarcosine dehydrogenase	SARDH
chrX	102711374	102712628	1255	*	0.72757818105012	0.0178713762143487	Promoter (<=1kb)	23	102712495	102753530	41036	1	100528062	ENST00000652409.1	0	ENSG00000286237	ARMCX5-GPRASP2	ARMCX5-GPRASP2 readthrough	ARMCX5-GPRASP2
chr9	131056984	131059731	2748	*	0.614771095045374	0.0178849168323965	Exon (ENST00000361069.9/10319, exon 12 of 28)	9	131077799	131092058	14260	1	10319	ENST00000678544.1	-18068	ENSG00000050555	LAMC3	laminin subunit gamma 3	LAMC3
chr21	41744165	41744956	792	*	0.7063786489842	0.0178991588559832	Promoter (1-2kb)	21	41746772	41746841	70	2	102465488	ENST00000622292.1	1885	ENSG00000275166	MIR6814	microRNA 6814	MIR6814
chr19	51351200	51352580	1381	*	0.742522987026923	0.0179014446053076	Intron (ENST00000600974.1/ENST00000600974.1, intron 1 of 1)	19	51345169	51357106	11938	2	2109	ENST00000354232.8	4526	ENSG00000105379	ETFB	electron transfer flavoprotein subunit beta	ETFB
chr13	112344837	112346255	1419	*	0.749210836286734	0.0179014446053076	Distal Intergenic	13	112322567	112331225	8659	2	104266956	ENST00000413637.1	-13612	ENSG00000223626	LINC01044	long intergenic non-protein coding RNA 1044	LINC01044
chr19	34904339	34906003	1665	*	0.674920982079682	0.0179055396176486	Promoter (<=1kb)	19	34891713	34905035	13323	2	100652909	ENST00000657508.1	0	ENSG00000271171	LINC00904	long intergenic non-protein coding RNA 904	LINC00904
chr11	71237019	71241580	4562	*	0.495798235448878	0.0179182464497919	Promoter (<=1kb)	11	71174693	71240924	66232	2	22941	ENST00000482659.2	0	ENSG00000162105	SHANK2	SH3 and multiple ankyrin repeat domains 2	SHANK2
chr2	30776142	30778624	2483	*	0.584635182281557	0.0179201309342701	Exon (ENST00000295055.12/92291, exon 3 of 23)	2	30743144	30751226	8083	2	92291	ENST00000465450.2	-24916	ENSG00000162949	CAPN13	calpain 13	CAPN13
chr7	156504477	156509410	4934	*	0.494071121405693	0.0179206632469753	Intron (ENST00000651649.1/100506380, intron 2 of 4)	7	156540491	156541103	613	1	64433	ENST00000625073.1	-31081	ENSG00000279418	LINC00244	long intergenic non-protein coding RNA 244	LINC00244
chr1	14638850	14641130	2281	*	0.626437933837291	0.0179293094161034	Intron (ENST00000636203.1/23254, intron 3 of 16)	1	14598717	15065797	467081	1	23254	ENST00000503743.5	40133	ENSG00000189337	KAZN	kazrin, periplakin interacting protein	KAZN
chr22	47405245	47409189	3945	*	0.575605976653478	0.0179293094161034	Distal Intergenic	22	47345569	47373541	27973	1	339685	ENST00000434707.1	59676	ENSG00000224715	LOC339685	uncharacterized LOC339685	LOC339685
chr8	56314635	56318014	3380	*	0.538072686856295	0.0179392052184509	Promoter (2-3kb)	8	56300005	56320175	20171	2	195814	ENST00000303749.8	2161	ENSG00000170786	SDR16C5	short chain dehydrogenase/reductase family 16C member 5	SDR16C5
chr2	218417670	218421170	3501	*	0.590474142138349	0.0179392052184509	Promoter (<=1kb)	2	218419121	218428255	9135	1	7429	ENST00000454069.5	0	ENSG00000127831	VIL1	villin 1	VIL1
chr21	42068078	42068930	853	*	0.651291649446808	0.0179392052184509	Promoter (2-3kb)	21	42071317	42142995	71679	1	89766	ENST00000408989.6	-2387	ENSG00000177398	UMODL1	uromodulin like 1	UMODL1
chr3	128415337	128417054	1718	*	0.550837207960603	0.0179506091835432	Distal Intergenic	3	128463594	128472317	8724	1	285224	ENST00000471626.1	-46540	ENSG00000242049	DNAJB8-AS1	DNAJB8 antisense RNA 1	DNAJB8-AS1
chr8	1369045	1371466	2422	*	0.626380069191754	0.0179533765208239	Exon (ENST00000567210.1/ENST00000567210.1, exon 1 of 1)	8	1296034	1302607	6574	2	286083	ENST00000617093.1	-66438	ENSG00000275427	LOC286083	uncharacterized LOC286083	LOC286083
chr10	44382422	44388993	6572	*	0.601744380721642	0.0179667152875293	Promoter (<=1kb)	10	44370165	44385092	14928	2	6387	ENST00000374429.6	0	ENSG00000107562	CXCL12	C-X-C motif chemokine ligand 12	CXCL12
chr19	46035199	46037041	1843	*	0.568393860203547	0.0179730267219852	Distal Intergenic	19	46039182	46041002	1821	2	444882	ENST00000377697.2	3961	ENSG00000204869	IGFL4	IGF like family member 4	IGFL4
chr11	65682397	65683617	1221	*	0.704651918768674	0.0179767749547576	Distal Intergenic	11	65663269	65671718	8450	1	105369347	ENST00000690937.1	19128	ENSG00000285533	RELA-DT	RELA divergent transcript	RELA-DT
chr3	14921044	14926224	5181	*	0.542276125425178	0.0179781372842793	Exon (ENST00000543601.5/152273, exon 14 of 19)	3	14930763	14933438	2676	1	152273	ENST00000487605.1	-4539	ENSG00000154783	FGD5	FYVE, RhoGEF and PH domain containing 5	FGD5
