gene_symbol	annotation	fold_change	FDR	distance_to_TSS
LOC105375026	Intron (ENST00000525912.1/100507584, intron 1 of 1)	0.606040530172609	0.0166636674603936	-18943
KDM6B	Exon (ENST00000572933.6/146754, exon 72 of 86)	0.606019638522376	0.00944279138679939	-12185
LOC105371720	Promoter (<=1kb)	0.605988411084099	0.00399101630510393	0
MIP	Promoter (<=1kb)	0.605960818323255	0.0335203320352941	0
FOXI3	Distal Intergenic	0.605940943814405	0.0195972845492423	34255
PCTP	Intron (ENST00000576221.1/58488, intron 5 of 5)	0.605933715003905	0.0203598911476785	51767
GCNT3	Distal Intergenic	0.605865170183137	0.0391025318628871	-50028
CEP164	Exon (ENST00000651296.2/57453, exon 20 of 33)	0.605776554781966	0.0175125909920115	38139
LRP1	Exon (ENST00000243077.8/4035, exon 21 of 89)	0.605722419352676	0.0148310803849017	3958
KCTD8	Promoter (<=1kb)	0.605649840042691	0.00790022359706716	0
PCDH1	Promoter (<=1kb)	0.605577591817443	0.014822739578497	172
MIR3914-1	3' UTR	0.605553823586694	0.0146146376901169	-473494
LINC02074	Intron (ENST00000581028.5/102723567, intron 3 of 3)	0.605542887405776	0.00637403397597985	42776
OSBP2	Promoter (<=1kb)	0.60553774594643	0.0312917062697804	692
PDE3B	Promoter (<=1kb)	0.605528750367954	0.0128306051019979	0
ALOX15P1	Intron (ENST00000635042.1/ENST00000635042.1, intron 1 of 1)	0.605431231184327	0.00413408719325154	8047
FOXK1	Distal Intergenic	0.605421207351496	0.0122826671072293	-50000
LOC100506532	Distal Intergenic	0.605407241000175	0.0412546861153158	-21891
CEACAM8	Exon (ENST00000685574.2/100996307, exon 4 of 4)	0.605402871172896	0.00931626186343883	-56519
BMP7	Exon (ENST00000395863.8/655, exon 2 of 7)	0.605398129135991	0.0109427305117109	-3023
NRXN2	Promoter (1-2kb)	0.605393059143593	0.0204609016760738	1399
LOC105374618	Promoter (<=1kb)	0.605372835879304	0.00365022440025183	0
LINC02178	Distal Intergenic	0.60535277380029	0.017236499907934	8609
LINC01301	Intron (ENST00000530725.6/105375864, intron 4 of 9)	0.605351828160677	0.0340612828376862	41887
LOC112268067	Promoter (<=1kb)	0.605348430249536	0.0180987671125601	607
PREX1	Distal Intergenic	0.605291227498843	0.00707185361177237	62759
LINC02884	Intron (ENST00000427290.2/105378909, intron 1 of 1)	0.605258355424585	0.018614848530282	34053
TEX51	Distal Intergenic	0.605248684695501	0.015702729541114	-94223
WNT2B	Promoter (1-2kb)	0.60520750877471	0.00374866492453187	-1600
ARRB1	Exon (ENST00000420843.7/408, exon 2 of 16)	0.605201137439076	0.00417019591933761	-5066
KDM4B	Promoter (<=1kb)	0.605196321316449	0.0135201925216903	0
WNK2	Promoter (<=1kb)	0.605186582167647	0.00305738150587106	0
PRKAG2-AS1	Distal Intergenic	0.605107601989253	0.00197071133209845	23819
STYXL2	3' UTR	0.605010221574062	0.0206472941136754	31419
SPTBN2	Promoter (<=1kb)	0.605001230307928	0.00312429512511505	0
GAD1	Promoter (<=1kb)	0.604910064405838	0.0225849854934757	0
EXD1	Exon (ENST00000314992.9/161829, exon 5 of 10)	0.604893891817463	0.0164503232302208	-17899
HOMER3	Promoter (<=1kb)	0.604871056784063	0.0256652557244339	0
FSTL4	Intron (ENST00000265342.12/23105, intron 6 of 15)	0.604850916125064	0.0210995177021314	27266
CRISPLD2	Promoter (<=1kb)	0.604848309708446	0.00590658162511351	0
LINC01983	Promoter (<=1kb)	0.604831282552634	0.00592449018816829	0
SPNS3	Promoter (2-3kb)	0.604826197544364	0.00411310451361887	2922
NAV2	Intron (ENST00000360655.8/89797, intron 26 of 37)	0.604756594066229	0.0202723587099279	-15390
ATAD3B	3' UTR	0.604689178674536	0.0381353454649784	-5788
LOC101928077	Intron (ENST00000661238.1/101928077, intron 1 of 3)	0.604678444620702	0.00908397316527467	3332
STMN1	Distal Intergenic	0.604672661069376	0.00726932839981157	-19914
TEX29	Distal Intergenic	0.604669214433574	0.0106819477120626	78274
MIR6720	Distal Intergenic	0.604618312767517	0.0345560986368374	-26310
LOC124907880	Intron (ENST00000482119.6/2736, intron 2 of 3)	0.604589767426432	0.023052425625855	20660
XKR5	Intron (ENST00000618990.4/389610, intron 6 of 7)	0.604562053429474	0.0134858262168316	14698
LOC101928354	Intron (ENST00000702111.1/101928354, intron 2 of 2)	0.604546040696509	0.00824446394874078	14733
FAM86C1P	Intron (ENST00000527856.5/ENST00000527856.5, intron 2 of 4)	0.604541776591613	0.00612256307584914	-42189
LOC105369591	Distal Intergenic	0.604496250768334	0.0242026740284224	11732
SGCA	Promoter (2-3kb)	0.604486860070549	0.00916580563836671	2611
CCL19	Promoter (<=1kb)	0.604400426623062	0.0083506034262597	0
MAPKAPK3	Promoter (<=1kb)	0.604361175280634	0.0399057807071528	-152
LINC01648	Distal Intergenic	0.604356765879196	0.0155491302537389	-73991
LINC00951	Intron (ENST00000338305.7/57497, intron 2 of 2)	0.604334537111493	0.0177305792677755	-22896
TLCD1	Promoter (<=1kb)	0.604329566435923	0.00364970808377065	0
PSG1	Promoter (<=1kb)	0.604317686701503	0.0089602171438529	0
NYNRIN	Promoter (<=1kb)	0.604300584339069	0.016187236838586	0
ELOF1	Promoter (<=1kb)	0.604278412115967	0.013800833042295	963
GARNL3	Promoter (<=1kb)	0.604263800586343	0.0282346653929294	890
ETV4	Promoter (<=1kb)	0.604254894665107	0.000838530499386578	0
TULP1	Promoter (1-2kb)	0.604233042892039	0.0080217594665793	1569
CDH4	Distal Intergenic	0.604229496084651	0.00413612620033853	-79918
MAGEF1	Distal Intergenic	0.604211489527807	0.00569496674516821	19371
KIF6	Intron (ENST00000458470.5/221458, intron 10 of 18)	0.60420682322431	0.04901155596467	73304
LINC01395	Distal Intergenic	0.60420445874155	0.0249704262357465	-3462
RAB11FIP4	Promoter (<=1kb)	0.60418128732209	0.0130571069912066	112
PCSK6	Promoter (<=1kb)	0.604078978951071	0.0122449009499176	0
SIGLEC6	Promoter (<=1kb)	0.604047100330396	0.0101268467817552	0
LOC107985079	Intron (ENST00000649512.1/107985079, intron 3 of 4)	0.604044630381601	0.0125254167735427	53974
SC5D	Distal Intergenic	0.603899864604297	0.0021302623533608	-5291
B3GAT2	Promoter (<=1kb)	0.603861607506832	0.00224781114549206	0
TEAD4	Intron (ENST00000358409.7/7004, intron 3 of 11)	0.603792933283285	0.0278153969597379	-10221
LINC01987	Distal Intergenic	0.603791051038688	0.00880935338704525	-73414
SLC29A3	3' UTR	0.603788899247871	0.00478446211917501	-15392
ZFAT	Intron (ENST00000688995.1/57623, intron 2 of 2)	0.603783699126199	0.0136595648400422	-40996
FAM169BP	Promoter (<=1kb)	0.603777261488391	0.010794193421745	0
CAMK2B	Intron (ENST00000700284.1/816, intron 1 of 19)	0.603751874091716	0.00351861250673229	-7997
FRAT2	Promoter (2-3kb)	0.603736329710895	0.0279551397121484	-2432
DRAIC	Intron (ENST00000668790.1/145837, intron 3 of 6)	0.603724320144477	0.0307606505003691	-8719
CLIP2	Distal Intergenic	0.603701799523546	0.00770574832031425	23923
SHANK2	Intron (ENST00000601538.6/22941, intron 8 of 25)	0.603678007868813	0.00584272237169853	8939
LOC107983976	Promoter (<=1kb)	0.603675358080975	0.0130929280382836	0
SMIM32	Promoter (<=1kb)	0.6036619403057	0.00933553908232783	-31
UBE3C	Distal Intergenic	0.60356653493127	0.00304161026750227	-10347
TSPAN18	Intron (ENST00000533786.5/90139, intron 3 of 6)	0.603565649818218	0.00667417634759191	-9708
MGLL	Intron (ENST00000453507.7/11343, intron 3 of 6)	0.603511360049319	0.00466088845373472	-9910
LINC02038	Distal Intergenic	0.603497271945989	0.00742996788673022	26647
ZNF423	Intron (ENST00000561648.5/23090, intron 4 of 8)	0.603486329795004	0.0235050647642563	-15271
COL16A1	Distal Intergenic	0.603439313851767	0.047077102200021	-4123
TMPRSS2	5' UTR	0.603436225031038	0.0174033534269698	6349
C1orf87	Distal Intergenic	0.603433638570873	0.0201366723677625	35722
LSINCT5	Distal Intergenic	0.603389598283568	0.0487093522841315	-169641
CYTH1	Distal Intergenic	0.603381194897489	0.00365552859768651	19433
SCRIB	Promoter (<=1kb)	0.603369775798538	0.0175254532418552	0
LINC01732	Distal Intergenic	0.603366766069385	0.00592677063458621	-39349
SLC29A3	Promoter (<=1kb)	0.603343832047365	0.00156532780948571	0
MATN1	Distal Intergenic	0.603215377368222	0.0288393204486688	57050
CDC42EP4	Distal Intergenic	0.603209426969575	0.00427338052091713	-3498
FLT1	Distal Intergenic	0.603168931495998	0.0158827633763947	-35512
TXNRD2	Promoter (<=1kb)	0.60314203350422	0.0121903684567545	0
LOC154449	Intron (ENST00000701993.1/154449, intron 1 of 2)	0.60313671719438	0.0113615349807364	22494
CD226	Promoter (<=1kb)	0.603116809291145	0.0316084312542824	0
PLA2G4E	Promoter (1-2kb)	0.603049364341119	0.00904194115569395	-1997
PTGES	Intron (ENST00000481476.1/9536, intron 3 of 3)	0.603019808119051	0.0458697925474433	8872
CIMIP4	Promoter (<=1kb)	0.603008836704825	0.0126936347224073	0
TMEM201	3' UTR	0.60298945316721	0.0142291749720464	4995
LINC02693	Exon (ENST00000578656.1/ENST00000578656.1, exon 1 of 1)	0.602974561894052	0.01214889811609	-16286
TMEM63A	Promoter (<=1kb)	0.60295867778758	0.00409108542007424	0
LOC105371739	Distal Intergenic	0.602949315191967	0.00826928854210245	-20723
AP2A1	Intron (ENST00000354293.10/160, intron 1 of 22)	0.602929521034301	0.0322952429291273	6052
ST14	Promoter (<=1kb)	0.602917612899194	0.0396634594486391	0
LINC02815	Intron (ENST00000662083.1/105373158, intron 1 of 4)	0.602898995912809	0.00547507537125377	34177
LOC105370969	Promoter (<=1kb)	0.602895992546149	0.00357764454560424	0
MIR7160	Intron (ENST00000262113.9/9172, intron 6 of 36)	0.602822185517792	0.0115089293371701	-12442
SPRED3	Promoter (<=1kb)	0.602778174192142	0.0433732010330169	0
LINC02757	Distal Intergenic	0.602773605696686	0.0029523845783096	-4733
SEPTIN9	5' UTR	0.60274520435744	0.00878214856619863	-10275
TGFBR3	Promoter (<=1kb)	0.602736100898889	0.00436123210263852	0
TMC2	Promoter (<=1kb)	0.602725066058069	0.00530558722263718	0
LHX1-DT	Intron (ENST00000616341.1/102723471, intron 1 of 2)	0.602713127024208	0.0346063818061307	62151
BRD3	Promoter (<=1kb)	0.602695937271902	0.00880534447107612	0
MATN1	Distal Intergenic	0.60266493752124	0.016569734759024	29566
TGM7	Exon (ENST00000452443.3/116179, exon 5 of 13)	0.602661113795319	0.00422658518467802	-7600
ITGA9	Promoter (<=1kb)	0.602632995860513	0.00352860239499681	0
LOC105370542	3' UTR	0.602631316502	0.0309143435852076	-3026
LOC105378589	Promoter (<=1kb)	0.602610785970915	0.00275474628392349	0
CHRDL2	Promoter (<=1kb)	0.602610679871535	0.00218193686594807	0
MCF2L	Intron (ENST00000375608.7/23263, intron 2 of 29)	0.602599158989136	0.0158339850664698	-13730
GLT1D1	Distal Intergenic	0.602585577522009	0.0399533717652979	-10529
SND1	Distal Intergenic	0.602521120665836	0.0252969079296096	3647
SPTLC1	3' UTR	0.602450722768734	0.0265841342800046	34052
LINC02697	Intron (ENST00000662732.1/ENST00000662732.1, intron 1 of 1)	0.602438938663595	0.0133722867047448	4092
MFSD4A	Promoter (1-2kb)	0.602420036961221	0.00508692201379324	-1570
ABO	Exon (ENST00000364973.1/ENST00000364973.1, exon 1 of 1)	0.602387652320486	0.00432915653270305	-25440
FAM169BP	Intron (ENST00000558256.5/283777, intron 2 of 6)	0.602343422130514	0.00345007215718042	7853
CILP2	Downstream (<=300bp)	0.602325735509106	0.00975327635356382	6262
EBF4	Promoter (<=1kb)	0.602302879752828	0.0104219249054694	0
CRABP1	Promoter (2-3kb)	0.602298074018491	0.02330255481323	-2376
PHACTR3	Distal Intergenic	0.602285812689512	0.013229812638322	-131181
LOC105376030	Exon (ENST00000657370.1/ENST00000657370.1, exon 1 of 4)	0.602272128716054	0.00506632292701927	-14049
CDRT15	3' UTR	0.602268008504294	0.00930747249823605	28735
VASH1-AS1	Promoter (1-2kb)	0.602254442944157	0.0282280421353704	1095
SLC2A7	Promoter (<=1kb)	0.602242746500887	0.0323008549572951	25
PRKAR1B	Intron (ENST00000544935.5/5575, intron 6 of 10)	0.602157669140918	0.0399420723915315	4196
PLA2G4F	3' UTR	0.602132145928311	0.00333970621005897	3364
GNAO1	Promoter (<=1kb)	0.602131777214186	0.00604538855845317	0
PACSIN2	Distal Intergenic	0.601944949250541	0.0277838188096233	-7885
LY6E	Exon (ENST00000706919.1/ENST00000706919.1, exon 1 of 1)	0.60194450560022	0.0386414801219738	7177
NFASC	3' UTR	0.601932749766111	0.015563142741897	10294
LOC124903741	Distal Intergenic	0.601902558625454	0.0480034636225437	-30750
SGSM1	Intron (ENST00000610372.4/129049, intron 2 of 24)	0.601897166355963	0.0417993976936051	14312
MIR548AG2	Intron (ENST00000659856.1/284757, intron 5 of 5)	0.601878227039383	0.0322361629382978	62292
WNT9B	Intron (ENST00000575372.5/7484, intron 1 of 2)	0.601859845815023	0.00679071454450675	9747
TNFSF4	Intron (ENST00000281834.4/7292, intron 2 of 2)	0.601824887889459	0.0386035186433466	-11680
LOC124903773	Promoter (2-3kb)	0.601800185617528	0.00480139968143904	2251
KLF2	Intron (ENST00000588799.1/ENST00000588799.1, intron 1 of 1)	0.601762736480443	0.00862342793607435	-27548
CXCL12	Promoter (<=1kb)	0.601744380721642	0.0179667152875293	0
TSPAN12	Promoter (<=1kb)	0.601722304910322	0.00979971496966753	0
AGT	Promoter (<=1kb)	0.601715797282482	0.00732901752140585	0
KCNJ1	Intron (ENST00000392665.6/3758, intron 1 of 1)	0.601684981706964	0.0160786678218109	9884
LOC105378118	Distal Intergenic	0.601672520516178	0.0400966660834021	17291
GRM4	Distal Intergenic	0.60164340999047	0.00962605964713205	-6032
CEP164	Exon (ENST00000651296.2/57453, exon 15 of 33)	0.601612805179002	0.0197788504175247	60832
PARVB	Intron (ENST00000406477.7/29780, intron 2 of 13)	0.601565939391771	0.0192090716280159	5686
LOC101929547	Promoter (<=1kb)	0.60155319114226	0.0177689630441286	0
VSTM2B-DT	Intron (ENST00000582581.5/284395, intron 1 of 9)	0.60154885918339	0.00790564399931164	45732
EDAR	Distal Intergenic	0.601450133699582	0.0146128859471173	-27859
LOC102724877	Intron (ENST00000457815.1/102724877, intron 1 of 1)	0.601362075917425	0.00264118811617028	5485
FZD5	Promoter (<=1kb)	0.601360871154064	0.0264726576972251	0
LOC107985926	Intron (ENST00000657796.1/107985926, intron 4 of 5)	0.601345961021213	0.0335908775564288	6930
ADCY5	Exon (ENST00000462833.6/111, exon 17 of 21)	0.601329594672838	0.00868847789270742	-5548
MIR95	Promoter (1-2kb)	0.601323494924952	0.0129947698828783	-1034
ADCY7	Promoter (<=1kb)	0.601309071915429	0.00757340205442356	0
LINC02793	Intron (ENST00000424084.1/ENST00000424084.1, intron 2 of 2)	0.60127549047341	0.00707088142321739	39295
COL5A1	Intron (ENST00000371817.8/1289, intron 1 of 65)	0.601255804005234	0.0341375204222879	35656
LINC01648	Distal Intergenic	0.601235466637005	0.00832689321141773	103400
TMEM121	Distal Intergenic	0.601211760495389	0.0104405735663979	25861
LOC105375580	Intron (ENST00000706130.1/1804, intron 17 of 26)	0.601201795968483	0.0112082438839376	24184
INSYN1	Promoter (2-3kb)	0.601199842435096	0.0016985164115423	-2682
CAPN1-AS1	Promoter (<=1kb)	0.601183151501009	0.0131977899705233	0
TRAPPC12-AS1	Distal Intergenic	0.60114588370578	0.0276050048896587	-7155
ABCC10	Promoter (<=1kb)	0.601142569704581	0.0298604535154173	0
LRRFIP1	Promoter (<=1kb)	0.601136903248592	0.00961558298392734	-424
PURB	Distal Intergenic	0.601126002924444	0.0352907630382639	-41046
ALK	Intron (ENST00000389048.8/238, intron 9 of 28)	0.601068817233899	0.00324603908090183	37023
PTPN20	Distal Intergenic	0.601048587563996	0.00834817595439447	82177
CACUL1	Intron (ENST00000663084.1/125177373, intron 3 of 3)	0.601031589276007	0.00867948442061768	-52471
LOC105369526	Promoter (1-2kb)	0.601013864943106	0.0232171278477187	1744
EFNA3	Intron (ENST00000505139.1/125467750, intron 1 of 4)	0.600996006366961	0.00854781867455534	-5359
PTPRM	Intron (ENST00000332175.12/5797, intron 17 of 30)	0.600926716236474	0.0292772905425966	31588
MIR101-2	Intron (ENST00000381750.9/10171, intron 8 of 8)	0.600898474150792	0.0184471931712083	3082
TNRC6C	Promoter (<=1kb)	0.600871371166425	0.00508197797139448	0
LINC01159	Promoter (<=1kb)	0.600816985920556	0.0152741157522088	-225
PRKAR1B-AS2	3' UTR	0.60076837539641	0.0163185562947312	-12461
EVX1	Distal Intergenic	0.600766803242128	0.00928477841573059	-3793
TIAM1-AS1	Promoter (<=1kb)	0.6007073346165	0.0129785717964863	0
FAM86C1P	Intron (ENST00000527856.5/ENST00000527856.5, intron 2 of 4)	0.600705021367146	0.0401972551267478	-52423
LOC124902020	Promoter (2-3kb)	0.600635203864931	0.0205040245099655	2864
ACTB	Promoter (<=1kb)	0.600632106345242	0.0108665724410661	-264
GAS2L2	Promoter (<=1kb)	0.600600105693034	0.013385378238952	-455
MYB	Promoter (<=1kb)	0.600589713654116	0.0114350189413689	0
CSPG5	Intron (ENST00000264723.9/10675, intron 4 of 4)	0.600542688426973	0.0276238821632629	10025
PREX1	Promoter (<=1kb)	0.600530570089015	0.00740429735233093	0
LOC105371143	Distal Intergenic	0.600510156124914	0.0363266112191306	-4277
SEMA4G	Promoter (<=1kb)	0.600507180385313	0.00764445520531055	0
CIMAP1C	Exon (ENST00000501931.1/100128285, exon 3 of 3)	0.600479980410183	0.0203340133604621	3856
DNAH17	Promoter (2-3kb)	0.600460577030926	0.00684256752031626	2520
TIMP2	Promoter (<=1kb)	0.600397831243398	0.00418379348039516	0
ZNF423	Intron (ENST00000561648.5/23090, intron 6 of 8)	0.600396395341777	0.00879717623663533	56164
SSTR5	Distal Intergenic	0.600357695612287	0.0299073811749981	3610
NT5C1A	3' UTR	0.600350007545789	0.0119478209853684	12348
MIR184	Intron (ENST00000692103.1/729911, intron 1 of 2)	0.600330744239224	0.00675908355836907	10275
IYD	Distal Intergenic	0.600307548889693	0.0170560317049353	53021
LOC100133077	Promoter (<=1kb)	0.600287984079133	0.00692918272396599	907
MSN	Distal Intergenic	0.600285696817496	0.0362528779237761	-5181
ENPP6	Intron (ENST00000296741.7/133121, intron 1 of 7)	0.600279503656164	0.038951669435462	17497
PDK2	Promoter (<=1kb)	0.600259631592745	0.0229688098662095	0
LINGO1	Promoter (2-3kb)	0.600222409437213	0.00630261737434656	-2302
GRID1	Intron (ENST00000327946.12/2894, intron 2 of 15)	0.600187626342092	0.0138201109262978	32441
ZNF618	Exon (ENST00000288466.11/114991, exon 11 of 14)	0.600177808860655	0.0152551798110811	4710
LOC105375114	Promoter (2-3kb)	0.600142022947142	0.0266700552899113	2640
HS6ST1	Distal Intergenic	0.600099652073734	0.0172759843214442	-85373
LOC124903773	Promoter (1-2kb)	0.600052947854208	0.0082658515418776	-1276
PRKAG2	Intron (ENST00000287878.9/51422, intron 3 of 15)	0.600005613742813	0.00785911966663983	5158
ARHGAP8	3' UTR	0.599982273800243	0.0432536287901434	20514
SRC	Intron (ENST00000497734.5/6714, intron 1 of 2)	0.599958970058846	0.0150279721602807	9925
LOC124901094	Distal Intergenic	0.599923161504376	0.0199433205904362	-20011
BAIAP3	3' UTR	0.599890565850455	0.0312637323964858	-6282
LINC01164	Distal Intergenic	0.599889128078774	0.0182619682497435	-48797
FAM83C	Distal Intergenic	0.599797753459219	0.0299187034895506	-4496
MAD2L2	Promoter (<=1kb)	0.599754227804497	0.00651328016626467	-399
LOC105372383	Promoter (<=1kb)	0.599752339011398	0.0130755769670163	0
MIR345	Promoter (<=1kb)	0.599739288069874	0.00805613686190555	0
KCNK15	Promoter (1-2kb)	0.599732767501143	0.00506441881458118	-1145
LINC00885	Promoter (<=1kb)	0.599686320269158	0.00683797627905969	0
MRM1	Distal Intergenic	0.599668484087115	0.0298690093900552	41686
MUC4	3' UTR	0.599613230428395	0.00416843058944534	3331
IL34	Promoter (<=1kb)	0.59960708235608	0.0453816395193479	220
CIB4	Intron (ENST00000288861.5/130106, intron 3 of 6)	0.59956657669569	0.00337904769366869	3157
PEPD	Intron (ENST00000244137.12/5184, intron 9 of 14)	0.599561709604097	0.00972658375596524	-12295
PLXNA4	Promoter (<=1kb)	0.599523356801674	0.00127736433817754	0
MAL	Promoter (1-2kb)	0.599486968860548	0.00516621344432836	-1492
GPR148	Distal Intergenic	0.599482080117294	0.00637403397597985	5885
GLB1L3	Promoter (2-3kb)	0.599422873261629	0.0236019832612026	-2319
CRISPLD2	Promoter (2-3kb)	0.59934568168205	0.0165984005371475	2787
RD3	Distal Intergenic	0.599325405377481	0.0040516639337195	-21745
C10orf90	Distal Intergenic	0.599198787369758	0.0122946446792002	-41048
LOC105372685	Distal Intergenic	0.599187687263461	0.00744846892313067	163518
PADI2	Intron (ENST00000375486.9/11240, intron 1 of 15)	0.599149069077261	0.0236019832612026	9127
ZDHHC14	Intron (ENST00000414563.6/79683, intron 2 of 8)	0.599027891332325	0.0481935693987122	19714
TERLR1	Distal Intergenic	0.598997814257832	0.0103508851020513	15858
RASD2	Exon (ENST00000610000.1/ENST00000610000.1, exon 1 of 1)	0.598987098920727	0.0151355512158584	-13792
PSD	Promoter (<=1kb)	0.598966707007848	0.0232717203745555	0
WFS1	Promoter (<=1kb)	0.598914049518184	0.00313705554484057	0
ELMOD1	Promoter (<=1kb)	0.598874029657384	0.0226192295986231	0
SELENBP1	Promoter (1-2kb)	0.598851753850249	0.00873173728629046	1527
BSND	Exon (ENST00000651561.1/7809, exon 2 of 4)	0.598841537786384	0.0193256054478323	6045
SARDH	Intron (ENST00000439388.6/1757, intron 17 of 20)	0.598799139238786	0.00699402052458673	-10154
SNTG2	Intron (ENST00000308624.10/54221, intron 14 of 16)	0.5987928122731	0.0249796991237657	31131
MIR346	Intron (ENST00000327946.12/2894, intron 4 of 15)	0.598736581060749	0.0112653584651866	238004
NEO1	Distal Intergenic	0.598698282727019	0.00403670238843586	-21789
TRAF2	Promoter (<=1kb)	0.59867694342984	0.00836577171564261	0
CTAGE7P	3' UTR	0.598655733073283	0.012891717361418	-38738
KLHL26	Promoter (<=1kb)	0.598639296623519	0.00551479317486113	0
COLGALT1	Promoter (<=1kb)	0.598636481344624	0.016238307765188	0
RPH3A	Promoter (<=1kb)	0.598605044634303	0.00725114026856901	-637
TINCR	Distal Intergenic	0.598598095692947	0.00971891754013863	31385
EXOC5	Distal Intergenic	0.59859169701457	0.0211462814816586	44802
MKNK2	Distal Intergenic	0.598566536956511	0.0066076927280229	-4672
CSTB	Promoter (<=1kb)	0.598505311588411	0.0341512156723325	148
VWA7	Promoter (<=1kb)	0.598481634630986	0.0456294899424779	119
TTC39A	Promoter (<=1kb)	0.598457612595834	0.00676007768869171	0
PLAGL1	Promoter (<=1kb)	0.59841212845466	0.00550238583202644	0
LOC105376995	Distal Intergenic	0.598409616583082	0.00816203434528951	-24882
TMPRSS3	Exon (ENST00000433957.7/64699, exon 11 of 13)	0.598391238646836	0.0165450218961432	5434
HS6ST1	Distal Intergenic	0.598368340851024	0.0157844273577553	-5008
LINC01839	Promoter (<=1kb)	0.598287811048254	0.00310609937803266	912
DMBX1	Exon (ENST00000635298.1/729041, exon 3 of 4)	0.598285687224285	0.00446509908811047	-8534
MIR9-1HG	Distal Intergenic	0.598260923083502	0.0393417094374151	5961
ACOT7	Intron (ENST00000608083.5/11332, intron 6 of 8)	0.598248139724981	0.0485481421992588	-3321
MPRIP	Exon (ENST00000651222.2/23164, exon 4 of 24)	0.598231004420543	0.0308447388613102	-3011
LOC105376737	Distal Intergenic	0.598138779610536	0.00502224432051273	-72676
PTPN1	Distal Intergenic	0.598130928744306	0.043789810404211	-53269
LOC124903742	Distal Intergenic	0.598127385419349	0.0268931675578491	-3678
PTPRM	Distal Intergenic	0.598110857458853	0.00691611655118936	77258
HS1BP3	Promoter (1-2kb)	0.598072205784641	0.0290029781500076	-1578
SS18L1	Promoter (2-3kb)	0.598021117562234	0.0054006530287191	-2391
LOC105374618	Distal Intergenic	0.598019542917486	0.0278348570446757	88827
SUZ12P1	Promoter (2-3kb)	0.597995834785849	0.00836375549749906	2244
FGF21	Distal Intergenic	0.597865077563626	0.0149726319868248	5002
MCTP2	3' UTR	0.597853338188802	0.0149125752501	11455
LINC00606	Promoter (<=1kb)	0.597844614809337	0.0213685033245554	0
TTYH1	Promoter (<=1kb)	0.597843029738194	0.0120418293541164	0
STIM2	Distal Intergenic	0.597837859677781	0.0370959420158674	43406
LOC105373585	Distal Intergenic	0.597738137383332	0.0348253117949894	-79348
MYT1	Promoter (2-3kb)	0.597721893922529	0.0075771348803637	-2176
PKP1	Intron (ENST00000263946.7/5317, intron 1 of 14)	0.597680433428957	0.0117574558033832	4985
NOL4	Promoter (<=1kb)	0.597655158459554	0.0396029087251354	0
RPL29	Distal Intergenic	0.597452652301225	0.0143009896583547	-16402
PRDM9	Promoter (<=1kb)	0.597421338429366	0.0454991286687952	0
PPP6R3	Distal Intergenic	0.597417848363758	0.0103711570930309	31861
LINC02697	Distal Intergenic	0.597393786620718	0.0272500467385276	-42767
MROH1	Promoter (<=1kb)	0.597389370283764	0.0115655577752904	0
MIR1275	Distal Intergenic	0.597385284593382	0.00664600016124351	20072
SORCS2	Promoter (<=1kb)	0.597376007391174	0.00634779937119415	0
URI1	Promoter (<=1kb)	0.597320979736664	0.0226909188305888	-151
SLC1A6	Promoter (<=1kb)	0.597260948730004	0.0131657624518853	0
LRRC43	Exon (ENST00000537729.5/254050, exon 5 of 6)	0.597242286983038	0.024467099643408	5024
ARHGEF15	Distal Intergenic	0.597216490136518	0.0493280295724347	-5530
PPP2R2C	Intron (ENST00000382599.9/5522, intron 1 of 8)	0.59716863082638	0.0143672520786001	-5256
PTPRE	3' UTR	0.59709722166925	0.0224510907881969	8565
CSF3R	Distal Intergenic	0.597089566644046	0.00848913874144335	-9324
COMP	Promoter (1-2kb)	0.597068844525912	0.00858060661768612	-1886
FAM86C2P	Exon (ENST00000611822.1/ENST00000611822.1, exon 3 of 4)	0.597018929061827	0.00807568400810174	-11456
LINC02414	Distal Intergenic	0.596990404052276	0.0293289595000093	50222
PREX1	Intron (ENST00000371941.4/57580, intron 6 of 39)	0.596931306590016	0.0306632714983296	-46060
DPYSL4	Promoter (1-2kb)	0.59688970383384	0.0342410577290007	1020
CADM1	Distal Intergenic	0.596811905712283	0.0458417588058573	192313
LOC105376121	Distal Intergenic	0.596772625863182	0.0193577413378768	-65836
REEP2	Promoter (1-2kb)	0.596720373298574	0.00749473914310513	1345
TSPAN17	3' UTR	0.596674150036796	0.00487890271120247	9458
SPTB	Promoter (<=1kb)	0.596599980974107	0.012858055092928	-27
LOC105372685	Promoter (<=1kb)	0.596536806229308	0.0488414144885076	-341
LINC02923	Exon (ENST00000415245.1/ENST00000415245.1, exon 2 of 2)	0.596516853246084	0.0112885084289237	6482
B9D1	Promoter (<=1kb)	0.596511089232469	0.00415896022867867	0
BMP7	Exon (ENST00000426580.1/ENST00000426580.1, exon 3 of 3)	0.596499355552521	0.00225819160791088	-10390
LOC105376420	Distal Intergenic	0.596447020416905	0.0404771608567395	15795
TMEM242	Distal Intergenic	0.596418150275332	0.00760782937002711	46332
GATA4	Distal Intergenic	0.596401695734803	0.012533829064944	-16346
GACAT3	Intron (ENST00000412381.5/ENST00000412381.5, intron 3 of 3)	0.596388214588509	0.0356902953908036	12893
